SKU,日期,销量,渠道
SKU001,2024-09-02,32,独立站
SKU002,2024-09-02,49,亚马逊
SKU002,2024-09-02,27,独立站
SKU003,2024-09-02,107,亚马逊
SKU003,2024-09-02,54,独立站
SKU001,2024-09-03,102,亚马逊
SKU001,2024-09-03,35,独立站
SKU002,2024-09-03,62,亚马逊
SKU002,2024-09-03,22,独立站
SKU003,2024-09-03,98,亚马逊
SKU003,2024-09-03,37,独立站
SKU001,2024-09-04,71,亚马逊
SKU001,2024-09-04,30,独立站
SKU002,2024-09-04,55,亚马逊
SKU002,2024-09-04,22,独立站
SKU003,2024-09-04,114,亚马逊
SKU003,2024-09-04,48,独立站
SKU001,2024-09-05,72,亚马逊
SKU001,2024-09-05,38,独立站
SKU002,2024-09-05,51,亚马逊
SKU002,2024-09-05,20,独立站
SKU003,2024-09-05,101,亚马逊
SKU003,2024-09-05,46,独立站
SKU001,2024-09-06,81,亚马逊
SKU001,2024-09-06,34,独立站
SKU002,2024-09-06,61,亚马逊
SKU002,2024-09-06,23,独立站
SKU003,2024-09-06,137,亚马逊
SKU003,2024-09-06,52,独立站
SKU001,2024-09-07,94,亚马逊
SKU001,2024-09-07,50,独立站
SKU002,2024-09-07,49,亚马逊
SKU002,2024-09-07,20,独立站
SKU003,2024-09-07,116,亚马逊
SKU003,2024-09-07,60,独立站
SKU001,2024-09-08,71,亚马逊
SKU001,2024-09-08,37,独立站
SKU002,2024-09-08,64,亚马逊
SKU002,2024-09-08,21,独立站
SKU003,2024-09-08,111,亚马逊
SKU003,2024-09-08,55,独立站
SKU001,2024-09-09,91,亚马逊
SKU001,2024-09-09,36,独立站
SKU002,2024-09-09,49,亚马逊
SKU002,2024-09-09,20,独立站
SKU003,2024-09-09,110,亚马逊
SKU003,2024-09-09,46,独立站
SKU001,2024-09-10,93,亚马逊
SKU001,2024-09-10,43,独立站
SKU002,2024-09-10,57,亚马逊
SKU002,2024-09-10,24,独立站
SKU003,2024-09-10,123,亚马逊
SKU003,2024-09-10,59,独立站
SKU001,2024-09-11,85,亚马逊
SKU001,2024-09-11,32,独立站
SKU002,2024-09-11,57,亚马逊
SKU002,2024-09-11,24,独立站
SKU003,2024-09-11,129,亚马逊
SKU003,2024-09-11,60,独立站
SKU001,2024-09-12,46,亚马逊
SKU001,2024-09-12,23,独立站
SKU002,2024-09-12,62,亚马逊
SKU002,2024-09-12,22,独立站
SKU003,2024-09-12,121,亚马逊
SKU003,2024-09-12,53,独立站
SKU001,2024-09-13,67,亚马逊
SKU001,2024-09-13,36,独立站
SKU002,2024-09-13,49,亚马逊
SKU002,2024-09-13,28,独立站
SKU003,2024-09-13,121,亚马逊
SKU003,2024-09-13,47,独立站
SKU001,2024-09-14,89,亚马逊
SKU001,2024-09-14,39,独立站
SKU002,2024-09-14,52,亚马逊
SKU002,2024-09-14,22,独立站
SKU003,2024-09-14,129,亚马逊
SKU003,2024-09-14,57,独立站
SKU001,2024-09-15,72,亚马逊
SKU001,2024-09-15,35,独立站
SKU002,2024-09-15,51,亚马逊
SKU002,2024-09-15,24,独立站
SKU003,2024-09-15,103,亚马逊
SKU003,2024-09-15,41,独立站
SKU001,2024-09-16,85,亚马逊
SKU001,2024-09-16,38,独立站
SKU002,2024-09-16,36,亚马逊
SKU002,2024-09-16,18,独立站
SKU003,2024-09-16,131,亚马逊
SKU003,2024-09-16,54,独立站
SKU001,2024-09-17,60,亚马逊
SKU001,2024-09-17,26,独立站
SKU002,2024-09-17,52,亚马逊
SKU002,2024-09-17,23,独立站
SKU003,2024-09-17,121,亚马逊
SKU003,2024-09-17,54,独立站
SKU001,2024-09-18,71,亚马逊
SKU001,2024-09-18,34,独立站
SKU002,2024-09-18,50,亚马逊
SKU002,2024-09-18,23,独立站
SKU003,2024-09-18,107,亚马逊
SKU003,2024-09-18,57,独立站
SKU001,2024-09-19,55,亚马逊
SKU001,2024-09-19,23,独立站
SKU002,2024-09-19,46,亚马逊
SKU002,2024-09-19,24,独立站
SKU003,2024-09-19,139,亚马逊
SKU003,2024-09-19,59,独立站
SKU001,2024-09-20,72,亚马逊
SKU001,2024-09-20,30,独立站
SKU002,2024-09-20,51,亚马逊
SKU002,2024-09-20,23,独立站
SKU003,2024-09-20,103,亚马逊
SKU003,2024-09-20,42,独立站
SKU001,2024-09-21,80,亚马逊
SKU001,2024-09-21,30,独立站
SKU002,2024-09-21,45,亚马逊
SKU002,2024-09-21,23,独立站
SKU003,2024-09-21,124,亚马逊
SKU003,2024-09-21,41,独立站
SKU001,2024-09-22,75,亚马逊
SKU001,2024-09-22,37,独立站
SKU002,2024-09-22,46,亚马逊
SKU002,2024-09-22,19,独立站
SKU003,2024-09-22,125,亚马逊
SKU003,2024-09-22,45,独立站
SKU001,2024-09-23,80,亚马逊
SKU001,2024-09-23,39,独立站
SKU002,2024-09-23,51,亚马逊
SKU002,2024-09-23,26,独立站
SKU003,2024-09-23,120,亚马逊
SKU003,2024-09-23,49,独立站
SKU001,2024-09-24,77,亚马逊
SKU001,2024-09-24,34,独立站
SKU002,2024-09-24,66,亚马逊
SKU002,2024-09-24,26,独立站
SKU003,2024-09-24,150,亚马逊
SKU003,2024-09-24,60,独立站
SKU001,2024-09-25,80,亚马逊
SKU001,2024-09-25,33,独立站
SKU002,2024-09-25,44,亚马逊
SKU002,2024-09-25,20,独立站
SKU003,2024-09-25,115,亚马逊
SKU003,2024-09-25,49,独立站
SKU001,2024-09-26,77,亚马逊
SKU001,2024-09-26,34,独立站
SKU002,2024-09-26,53,亚马逊
SKU002,2024-09-26,20,独立站
SKU003,2024-09-26,126,亚马逊
SKU003,2024-09-26,54,独立站
SKU001,2024-09-27,84,亚马逊
SKU001,2024-09-27,40,独立站
SKU002,2024-09-27,42,亚马逊
SKU002,2024-09-27,20,独立站
SKU003,2024-09-27,86,亚马逊
SKU003,2024-09-27,43,独立站
SKU001,2024-09-28,93,亚马逊
SKU001,2024-09-28,35,独立站
SKU002,2024-09-28,49,亚马逊
SKU002,2024-09-28,18,独立站
SKU003,2024-09-28,154,亚马逊
SKU003,2024-09-28,55,独立站
SKU001,2024-09-29,66,亚马逊
SKU001,2024-09-29,32,独立站
SKU002,2024-09-29,48,亚马逊
SKU002,2024-09-29,24,独立站
SKU003,2024-09-29,114,亚马逊
SKU003,2024-09-29,47,独立站
SKU001,2024-09-30,72,亚马逊
SKU001,2024-09-30,31,独立站
SKU002,2024-09-30,59,亚马逊
SKU002,2024-09-30,22,独立站
SKU003,2024-09-30,120,亚马逊
SKU003,2024-09-30,46,独立站
SKU001,2024-10-01,82,亚马逊
SKU001,2024-10-01,40,独立站
SKU002,2024-10-01,48,亚马逊
SKU002,2024-10-01,20,独立站
SKU003,2024-10-01,106,亚马逊
SKU003,2024-10-01,47,独立站
SKU001,2024-10-02,68,亚马逊
SKU001,2024-10-02,32,独立站
SKU002,2024-10-02,48,亚马逊
SKU002,2024-10-02,20,独立站
SKU003,2024-10-02,111,亚马逊
SKU003,2024-10-02,52,独立站
SKU001,2024-10-03,85,亚马逊
SKU001,2024-10-03,28,独立站
SKU002,2024-10-03,56,亚马逊
SKU002,2024-10-03,23,独立站
SKU003,2024-10-03,105,亚马逊
SKU003,2024-10-03,43,独立站
SKU001,2024-10-04,76,亚马逊
SKU001,2024-10-04,34,独立站
SKU002,2024-10-04,53,亚马逊
SKU002,2024-10-04,21,独立站
SKU003,2024-10-04,78,亚马逊
SKU003,2024-10-04,44,独立站
SKU001,2024-10-05,86,亚马逊
SKU001,2024-10-05,28,独立站
SKU002,2024-10-05,49,亚马逊
SKU002,2024-10-05,20,独立站
SKU003,2024-10-05,110,亚马逊
SKU003,2024-10-05,49,独立站
SKU001,2024-10-06,74,亚马逊
SKU001,2024-10-06,27,独立站
SKU002,2024-10-06,51,亚马逊
SKU002,2024-10-06,23,独立站
SKU003,2024-10-06,116,亚马逊
SKU003,2024-10-06,51,独立站
SKU001,2024-10-07,72,亚马逊
SKU001,2024-10-07,35,独立站
SKU002,2024-10-07,55,亚马逊
SKU002,2024-10-07,19,独立站
SKU003,2024-10-07,89,亚马逊
SKU003,2024-10-07,49,独立站
SKU001,2024-10-08,94,亚马逊
SKU001,2024-10-08,37,独立站
SKU002,2024-10-08,53,亚马逊
SKU002,2024-10-08,24,独立站
SKU003,2024-10-08,121,亚马逊
SKU003,2024-10-08,47,独立站
SKU001,2024-10-09,48,亚马逊
SKU001,2024-10-09,21,独立站
SKU002,2024-10-09,57,亚马逊
SKU002,2024-10-09,23,独立站
SKU003,2024-10-09,120,亚马逊
SKU003,2024-10-09,41,独立站
SKU001,2024-10-10,91,亚马逊
SKU001,2024-10-10,39,独立站
SKU002,2024-10-10,39,亚马逊
SKU002,2024-10-10,17,独立站
SKU003,2024-10-10,102,亚马逊
SKU003,2024-10-10,52,独立站
SKU001,2024-10-11,85,亚马逊
SKU001,2024-10-11,30,独立站
SKU002,2024-10-11,50,亚马逊
SKU002,2024-10-11,23,独立站
SKU003,2024-10-11,126,亚马逊
SKU003,2024-10-11,46,独立站
SKU001,2024-10-12,65,亚马逊
SKU001,2024-10-12,29,独立站
SKU002,2024-10-12,41,亚马逊
SKU002,2024-10-12,19,独立站
SKU003,2024-10-12,125,亚马逊
SKU003,2024-10-12,43,独立站
SKU001,2024-10-13,60,亚马逊
SKU001,2024-10-13,30,独立站
SKU002,2024-10-13,57,亚马逊
SKU002,2024-10-13,20,独立站
SKU003,2024-10-13,105,亚马逊
SKU003,2024-10-13,47,独立站
SKU001,2024-10-14,66,亚马逊
SKU001,2024-10-14,30,独立站
SKU002,2024-10-14,62,亚马逊
SKU002,2024-10-14,20,独立站
SKU003,2024-10-14,117,亚马逊
SKU003,2024-10-14,44,独立站
SKU001,2024-10-15,99,亚马逊
SKU001,2024-10-15,42,独立站
SKU002,2024-10-15,47,亚马逊
SKU002,2024-10-15,19,独立站
SKU003,2024-10-15,104,亚马逊
SKU003,2024-10-15,42,独立站
SKU001,2024-10-16,86,亚马逊
SKU001,2024-10-16,32,独立站
SKU002,2024-10-16,46,亚马逊
SKU002,2024-10-16,18,独立站
SKU003,2024-10-16,85,亚马逊
SKU003,2024-10-16,38,独立站
SKU001,2024-10-17,81,亚马逊
SKU001,2024-10-17,31,独立站
SKU002,2024-10-17,52,亚马逊
SKU002,2024-10-17,23,独立站
SKU003,2024-10-17,123,亚马逊
SKU003,2024-10-17,54,独立站
SKU001,2024-10-18,85,亚马逊
SKU001,2024-10-18,37,独立站
SKU002,2024-10-18,53,亚马逊
SKU002,2024-10-18,20,独立站
SKU003,2024-10-18,123,亚马逊
SKU003,2024-10-18,48,独立站
SKU001,2024-10-19,61,亚马逊
SKU001,2024-10-19,30,独立站
SKU002,2024-10-19,47,亚马逊
SKU002,2024-10-19,19,独立站
SKU003,2024-10-19,85,亚马逊
SKU003,2024-10-19,36,独立站
SKU001,2024-10-20,73,亚马逊
SKU001,2024-10-20,34,独立站
SKU002,2024-10-20,48,亚马逊
SKU002,2024-10-20,25,独立站
SKU003,2024-10-20,128,亚马逊
SKU003,2024-10-20,50,独立站
SKU001,2024-10-21,63,亚马逊
SKU001,2024-10-21,33,独立站
SKU002,2024-10-21,42,亚马逊
SKU002,2024-10-21,20,独立站
SKU003,2024-10-21,117,亚马逊
SKU003,2024-10-21,40,独立站
SKU001,2024-10-22,71,亚马逊
SKU001,2024-10-22,30,独立站
SKU002,2024-10-22,57,亚马逊
SKU002,2024-10-22,25,独立站
SKU003,2024-10-22,94,亚马逊
SKU003,2024-10-22,38,独立站
SKU001,2024-10-23,94,亚马逊
SKU001,2024-10-23,33,独立站
SKU002,2024-10-23,43,亚马逊
SKU002,2024-10-23,21,独立站
SKU003,2024-10-23,106,亚马逊
SKU003,2024-10-23,46,独立站
SKU001,2024-10-24,77,亚马逊
SKU001,2024-10-24,38,独立站
SKU002,2024-10-24,49,亚马逊
SKU002,2024-10-24,19,独立站
SKU003,2024-10-24,134,亚马逊
SKU003,2024-10-24,43,独立站
SKU001,2024-10-25,76,亚马逊
SKU001,2024-10-25,37,独立站
SKU002,2024-10-25,44,亚马逊
SKU002,2024-10-25,15,独立站
SKU003,2024-10-25,131,亚马逊
SKU003,2024-10-25,66,独立站
SKU001,2024-10-26,113,亚马逊
SKU001,2024-10-26,46,独立站
SKU002,2024-10-26,54,亚马逊
SKU002,2024-10-26,21,独立站
SKU003,2024-10-26,143,亚马逊
SKU003,2024-10-26,63,独立站
SKU001,2024-10-27,75,亚马逊
SKU001,2024-10-27,33,独立站
SKU002,2024-10-27,44,亚马逊
SKU002,2024-10-27,22,独立站
SKU003,2024-10-27,124,亚马逊
SKU003,2024-10-27,51,独立站
SKU001,2024-10-28,93,亚马逊
SKU001,2024-10-28,35,独立站
SKU002,2024-10-28,47,亚马逊
SKU002,2024-10-28,20,独立站
SKU003,2024-10-28,102,亚马逊
SKU003,2024-10-28,39,独立站
SKU001,2024-10-29,66,亚马逊
SKU001,2024-10-29,29,独立站
SKU002,2024-10-29,48,亚马逊
SKU002,2024-10-29,23,独立站
SKU003,2024-10-29,118,亚马逊
SKU003,2024-10-29,52,独立站
SKU001,2024-10-30,63,亚马逊
SKU001,2024-10-30,32,独立站
SKU002,2024-10-30,33,亚马逊
SKU002,2024-10-30,17,独立站
SKU003,2024-10-30,112,亚马逊
SKU003,2024-10-30,50,独立站
SKU001,2024-10-31,86,亚马逊
SKU001,2024-10-31,38,独立站
SKU002,2024-10-31,44,亚马逊
SKU002,2024-10-31,21,独立站
SKU003,2024-10-31,142,亚马逊
SKU003,2024-10-31,46,独立站
SKU001,2024-11-01,86,亚马逊
SKU001,2024-11-01,30,独立站
SKU002,2024-11-01,40,亚马逊
SKU002,2024-11-01,17,独立站
SKU003,2024-11-01,127,亚马逊
SKU003,2024-11-01,50,独立站
SKU001,2024-11-02,65,亚马逊
SKU001,2024-11-02,34,独立站
SKU002,2024-11-02,58,亚马逊
SKU002,2024-11-02,26,独立站
SKU003,2024-11-02,89,亚马逊
SKU003,2024-11-02,42,独立站
SKU001,2024-11-03,103,亚马逊
SKU001,2024-11-03,40,独立站
SKU002,2024-11-03,54,亚马逊
SKU002,2024-11-03,24,独立站
SKU003,2024-11-03,146,亚马逊
SKU003,2024-11-03,51,独立站
SKU001,2024-11-04,70,亚马逊
SKU001,2024-11-04,35,独立站
SKU002,2024-11-04,41,亚马逊
SKU002,2024-11-04,20,独立站
SKU003,2024-11-04,123,亚马逊
SKU003,2024-11-04,52,独立站
SKU001,2024-11-05,70,亚马逊
SKU001,2024-11-05,29,独立站
SKU002,2024-11-05,40,亚马逊
SKU002,2024-11-05,19,独立站
SKU003,2024-11-05,102,亚马逊
SKU003,2024-11-05,44,独立站
SKU001,2024-11-06,84,亚马逊
SKU001,2024-11-06,30,独立站
SKU002,2024-11-06,47,亚马逊
SKU002,2024-11-06,26,独立站
SKU003,2024-11-06,114,亚马逊
SKU003,2024-11-06,49,独立站
SKU001,2024-11-07,81,亚马逊
SKU001,2024-11-07,30,独立站
SKU002,2024-11-07,61,亚马逊
SKU002,2024-11-07,25,独立站
SKU003,2024-11-07,97,亚马逊
SKU003,2024-11-07,41,独立站
SKU001,2024-11-08,100,亚马逊
SKU001,2024-11-08,33,独立站
SKU002,2024-11-08,48,亚马逊
SKU002,2024-11-08,26,独立站
SKU003,2024-11-08,114,亚马逊
SKU003,2024-11-08,55,独立站
SKU001,2024-11-09,88,亚马逊
SKU001,2024-11-09,37,独立站
SKU002,2024-11-09,53,亚马逊
SKU002,2024-11-09,20,独立站
SKU003,2024-11-09,115,亚马逊
SKU003,2024-11-09,57,独立站
SKU001,2024-11-10,81,亚马逊
SKU001,2024-11-10,40,独立站
SKU002,2024-11-10,58,亚马逊
SKU002,2024-11-10,19,独立站
SKU003,2024-11-10,103,亚马逊
SKU003,2024-11-10,54,独立站
SKU001,2024-11-11,88,亚马逊
SKU001,2024-11-11,32,独立站
SKU002,2024-11-11,53,亚马逊
SKU002,2024-11-11,18,独立站
SKU003,2024-11-11,99,亚马逊
SKU003,2024-11-11,43,独立站
SKU001,2024-11-12,73,亚马逊
SKU001,2024-11-12,26,独立站
SKU002,2024-11-12,52,亚马逊
SKU002,2024-11-12,27,独立站
SKU003,2024-11-12,101,亚马逊
SKU003,2024-11-12,42,独立站
SKU001,2024-11-13,64,亚马逊
SKU001,2024-11-13,31,独立站
SKU002,2024-11-13,60,亚马逊
SKU002,2024-11-13,21,独立站
SKU003,2024-11-13,155,亚马逊
SKU003,2024-11-13,64,独立站
SKU001,2024-11-14,95,亚马逊
SKU001,2024-11-14,36,独立站
SKU002,2024-11-14,50,亚马逊
SKU002,2024-11-14,24,独立站
SKU003,2024-11-14,130,亚马逊
SKU003,2024-11-14,48,独立站
SKU001,2024-11-15,84,亚马逊
SKU001,2024-11-15,42,独立站
SKU002,2024-11-15,55,亚马逊
SKU002,2024-11-15,24,独立站
SKU003,2024-11-15,166,亚马逊
SKU003,2024-11-15,66,独立站
SKU001,2024-11-16,81,亚马逊
SKU001,2024-11-16,31,独立站
SKU002,2024-11-16,65,亚马逊
SKU002,2024-11-16,25,独立站
SKU003,2024-11-16,162,亚马逊
SKU003,2024-11-16,53,独立站
SKU001,2024-11-17,80,亚马逊
SKU001,2024-11-17,29,独立站
SKU002,2024-11-17,48,亚马逊
SKU002,2024-11-17,21,独立站
SKU003,2024-11-17,101,亚马逊
SKU003,2024-11-17,50,独立站
SKU001,2024-11-18,79,亚马逊
SKU001,2024-11-18,30,独立站
SKU002,2024-11-18,55,亚马逊
SKU002,2024-11-18,23,独立站
SKU003,2024-11-18,140,亚马逊
SKU003,2024-11-18,57,独立站
SKU001,2024-11-19,73,亚马逊
SKU001,2024-11-19,33,独立站
SKU002,2024-11-19,47,亚马逊
SKU002,2024-11-19,20,独立站
SKU003,2024-11-19,103,亚马逊
SKU003,2024-11-19,44,独立站
SKU001,2024-11-20,79,亚马逊
SKU001,2024-11-20,40,独立站
SKU002,2024-11-20,63,亚马逊
SKU002,2024-11-20,22,独立站
SKU003,2024-11-20,134,亚马逊
SKU003,2024-11-20,56,独立站
SKU001,2024-11-21,53,亚马逊
SKU001,2024-11-21,25,独立站
SKU002,2024-11-21,48,亚马逊
SKU002,2024-11-21,25,独立站
SKU003,2024-11-21,164,亚马逊
SKU003,2024-11-21,73,独立站
SKU001,2024-11-22,82,亚马逊
SKU001,2024-11-22,37,独立站
SKU002,2024-11-22,50,亚马逊
SKU002,2024-11-22,25,独立站
SKU003,2024-11-22,115,亚马逊
SKU003,2024-11-22,47,独立站
SKU001,2024-11-23,64,亚马逊
SKU001,2024-11-23,26,独立站
SKU002,2024-11-23,59,亚马逊
SKU002,2024-11-23,22,独立站
SKU003,2024-11-23,113,亚马逊
SKU003,2024-11-23,47,独立站
SKU001,2024-11-24,65,亚马逊
SKU001,2024-11-24,29,独立站
SKU002,2024-11-24,46,亚马逊
SKU002,2024-11-24,20,独立站
SKU003,2024-11-24,92,亚马逊
SKU003,2024-11-24,49,独立站
SKU001,2024-11-25,78,亚马逊
SKU001,2024-11-25,32,独立站
SKU002,2024-11-25,44,亚马逊
SKU002,2024-11-25,20,独立站
SKU003,2024-11-25,99,亚马逊
SKU003,2024-11-25,36,独立站
SKU001,2024-11-26,63,亚马逊
SKU001,2024-11-26,25,独立站
SKU002,2024-11-26,53,亚马逊
SKU002,2024-11-26,20,独立站
SKU003,2024-11-26,101,亚马逊
SKU003,2024-11-26,40,独立站
SKU001,2024-11-27,87,亚马逊
SKU001,2024-11-27,32,独立站
SKU002,2024-11-27,52,亚马逊
SKU002,2024-11-27,24,独立站
SKU003,2024-11-27,112,亚马逊
SKU003,2024-11-27,42,独立站
SKU001,2024-11-28,106,亚马逊
SKU001,2024-11-28,46,独立站
SKU002,2024-11-28,43,亚马逊
SKU002,2024-11-28,17,独立站
SKU003,2024-11-28,134,亚马逊
SKU003,2024-11-28,57,独立站
SKU001,2024-11-29,105,亚马逊
SKU001,2024-11-29,40,独立站
SKU002,2024-11-29,58,亚马逊
SKU002,2024-11-29,23,独立站
SKU003,2024-11-29,121,亚马逊
SKU003,2024-11-29,52,独立站
SKU001,2024-11-30,71,亚马逊
SKU001,2024-11-30,34,独立站
SKU002,2024-11-30,58,亚马逊
SKU002,2024-11-30,20,独立站
SKU003,2024-11-30,146,亚马逊
SKU003,2024-11-30,48,独立站
SKU001,2024-12-01,76,亚马逊
SKU001,2024-12-01,27,独立站
SKU002,2024-12-01,67,亚马逊
SKU002,2024-12-01,33,独立站
SKU003,2024-12-01,132,亚马逊
SKU003,2024-12-01,52,独立站
SKU001,2024-12-02,83,亚马逊
SKU001,2024-12-02,32,独立站
SKU002,2024-12-02,52,亚马逊
SKU002,2024-12-02,23,独立站
SKU003,2024-12-02,156,亚马逊
SKU003,2024-12-02,53,独立站
SKU001,2024-12-03,94,亚马逊
SKU001,2024-12-03,46,独立站
SKU002,2024-12-03,65,亚马逊
SKU002,2024-12-03,27,独立站
SKU003,2024-12-03,138,亚马逊
SKU003,2024-12-03,50,独立站
SKU001,2024-12-04,104,亚马逊
SKU001,2024-12-04,44,独立站
SKU002,2024-12-04,76,亚马逊
SKU002,2024-12-04,30,独立站
SKU003,2024-12-04,146,亚马逊
SKU003,2024-12-04,65,独立站
SKU001,2024-12-05,76,亚马逊
SKU001,2024-12-05,32,独立站
SKU002,2024-12-05,70,亚马逊
SKU002,2024-12-05,29,独立站
SKU003,2024-12-05,146,亚马逊
SKU003,2024-12-05,63,独立站
SKU001,2024-12-06,97,亚马逊
SKU001,2024-12-06,36,独立站
SKU002,2024-12-06,65,亚马逊
SKU002,2024-12-06,30,独立站
SKU003,2024-12-06,118,亚马逊
SKU003,2024-12-06,49,独立站
SKU001,2024-12-07,79,亚马逊
SKU001,2024-12-07,36,独立站
SKU002,2024-12-07,55,亚马逊
SKU002,2024-12-07,23,独立站
SKU003,2024-12-07,156,亚马逊
SKU003,2024-12-07,61,独立站
SKU001,2024-12-08,105,亚马逊
SKU001,2024-12-08,38,独立站
SKU002,2024-12-08,71,亚马逊
SKU002,2024-12-08,26,独立站
SKU003,2024-12-08,131,亚马逊
SKU003,2024-12-08,55,独立站
SKU001,2024-12-09,88,亚马逊
SKU001,2024-12-09,44,独立站
SKU002,2024-12-09,59,亚马逊
SKU002,2024-12-09,28,独立站
SKU003,2024-12-09,130,亚马逊
SKU003,2024-12-09,55,独立站
SKU001,2024-12-10,75,亚马逊
SKU001,2024-12-10,39,独立站
SKU002,2024-12-10,61,亚马逊
SKU002,2024-12-10,27,独立站
SKU003,2024-12-10,121,亚马逊
SKU003,2024-12-10,63,独立站
SKU001,2024-12-11,74,亚马逊
SKU001,2024-12-11,37,独立站
SKU002,2024-12-11,66,亚马逊
SKU002,2024-12-11,29,独立站
SKU003,2024-12-11,159,亚马逊
SKU003,2024-12-11,68,独立站
SKU001,2024-12-12,84,亚马逊
SKU001,2024-12-12,36,独立站
SKU002,2024-12-12,60,亚马逊
SKU002,2024-12-12,21,独立站
SKU003,2024-12-12,162,亚马逊
SKU003,2024-12-12,72,独立站
SKU001,2024-12-13,90,亚马逊
SKU001,2024-12-13,36,独立站
SKU002,2024-12-13,47,亚马逊
SKU002,2024-12-13,22,独立站
SKU003,2024-12-13,144,亚马逊
SKU003,2024-12-13,58,独立站
SKU001,2024-12-14,93,亚马逊
SKU001,2024-12-14,37,独立站
SKU002,2024-12-14,58,亚马逊
SKU002,2024-12-14,23,独立站
SKU003,2024-12-14,144,亚马逊
SKU003,2024-12-14,62,独立站
SKU001,2024-12-15,113,亚马逊
SKU001,2024-12-15,44,独立站
SKU002,2024-12-15,67,亚马逊
SKU002,2024-12-15,26,独立站
SKU003,2024-12-15,144,亚马逊
SKU003,2024-12-15,56,独立站
SKU001,2024-12-16,109,亚马逊
SKU001,2024-12-16,46,独立站
SKU002,2024-12-16,50,亚马逊
SKU002,2024-12-16,22,独立站
SKU003,2024-12-16,148,亚马逊
SKU003,2024-12-16,53,独立站
SKU001,2024-12-17,98,亚马逊
SKU001,2024-12-17,45,独立站
SKU002,2024-12-17,62,亚马逊
SKU002,2024-12-17,21,独立站
SKU003,2024-12-17,155,亚马逊
SKU003,2024-12-17,70,独立站
SKU001,2024-12-18,94,亚马逊
SKU001,2024-12-18,39,独立站
SKU002,2024-12-18,72,亚马逊
SKU002,2024-12-18,30,独立站
SKU003,2024-12-18,141,亚马逊
SKU003,2024-12-18,64,独立站
SKU001,2024-12-19,93,亚马逊
SKU001,2024-12-19,32,独立站
SKU002,2024-12-19,77,亚马逊
SKU002,2024-12-19,32,独立站
SKU003,2024-12-19,167,亚马逊
SKU003,2024-12-19,63,独立站
SKU001,2024-12-20,63,亚马逊
SKU001,2024-12-20,30,独立站
SKU002,2024-12-20,55,亚马逊
SKU002,2024-12-20,28,独立站
SKU003,2024-12-20,151,亚马逊
SKU003,2024-12-20,58,独立站
SKU001,2024-12-21,91,亚马逊
SKU001,2024-12-21,44,独立站
SKU002,2024-12-21,69,亚马逊
SKU002,2024-12-21,29,独立站
SKU003,2024-12-21,132,亚马逊
SKU003,2024-12-21,49,独立站
SKU001,2024-12-22,91,亚马逊
SKU001,2024-12-22,45,独立站
SKU002,2024-12-22,65,亚马逊
SKU002,2024-12-22,20,独立站
SKU003,2024-12-22,159,亚马逊
SKU003,2024-12-22,59,独立站
SKU001,2024-12-23,109,亚马逊
SKU001,2024-12-23,37,独立站
SKU002,2024-12-23,66,亚马逊
SKU002,2024-12-23,27,独立站
SKU003,2024-12-23,147,亚马逊
SKU003,2024-12-23,64,独立站
SKU001,2024-12-24,79,亚马逊
SKU001,2024-12-24,35,独立站
SKU002,2024-12-24,52,亚马逊
SKU002,2024-12-24,24,独立站
SKU003,2024-12-24,117,亚马逊
SKU003,2024-12-24,49,独立站
SKU001,2024-12-25,103,亚马逊
SKU001,2024-12-25,41,独立站
SKU002,2024-12-25,56,亚马逊
SKU002,2024-12-25,28,独立站
SKU003,2024-12-25,134,亚马逊
SKU003,2024-12-25,57,独立站
SKU001,2024-12-26,81,亚马逊
SKU001,2024-12-26,36,独立站
SKU002,2024-12-26,62,亚马逊
SKU002,2024-12-26,22,独立站
SKU003,2024-12-26,128,亚马逊
SKU003,2024-12-26,58,独立站
SKU001,2024-12-27,97,亚马逊
SKU001,2024-12-27,33,独立站
SKU002,2024-12-27,57,亚马逊
SKU002,2024-12-27,26,独立站
SKU003,2024-12-27,136,亚马逊
SKU003,2024-12-27,47,独立站
SKU001,2024-12-28,83,亚马逊
SKU001,2024-12-28,41,独立站
SKU002,2024-12-28,71,亚马逊
SKU002,2024-12-28,32,独立站
SKU003,2024-12-28,127,亚马逊
SKU003,2024-12-28,63,独立站
SKU001,2024-12-29,74,亚马逊
SKU001,2024-12-29,35,独立站
SKU002,2024-12-29,72,亚马逊
SKU002,2024-12-29,32,独立站
SKU003,2024-12-29,143,亚马逊
SKU003,2024-12-29,62,独立站
SKU001,2024-12-30,105,亚马逊
SKU001,2024-12-30,47,独立站
SKU002,2024-12-30,56,亚马逊
SKU002,2024-12-30,20,独立站
SKU003,2024-12-30,145,亚马逊
SKU003,2024-12-30,58,独立站
SKU001,2024-12-31,80,亚马逊
SKU001,2024-12-31,38,独立站
SKU002,2024-12-31,64,亚马逊
SKU002,2024-12-31,27,独立站
SKU003,2024-12-31,129,亚马逊
SKU003,2024-12-31,60,独立站
SKU001,2025-01-01,121,亚马逊
SKU001,2025-01-01,41,独立站
SKU002,2025-01-01,72,亚马逊
SKU002,2025-01-01,31,独立站
SKU003,2025-01-01,174,亚马逊
SKU003,2025-01-01,82,独立站
SKU001,2025-01-02,103,亚马逊
SKU001,2025-01-02,48,独立站
SKU002,2025-01-02,66,亚马逊
SKU002,2025-01-02,29,独立站
SKU003,2025-01-02,134,亚马逊
